"KHIPU_ID","CORD_ID","TWIST_ANGLE","THICKNESS","FIBER","TERMINATION","PENDANT_FROM","ATTACHED_TO","ATTACHMENT_TYPE","CLUSTER_ID","CLUSTER_ORDINAL","CORD_ORDINAL","ATTACH_POS","CORD_LENGTH","CREATED_BY","CREATED_ON","CHANGED_BY","CHANGED_ON","CORD_LEVEL","CORD_NOTES","TWIST","CORD_CLASSIFICATION","INVESTIGATOR_CORD_NUM","CANUTO_ORDINAL","CANUTO_ID"
1000004,3000145,0.0000,0.0000,"CN","U",1000004,0,"V",1000050,5,54,0.000,43.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:33:17",1,"","S","",53,0,0
1000004,3000146,0.0000,0.0000,"CN","K",1000004,0,"V",1000050,6,55,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:34:26",1,"","S","",54,0,0
1000004,3000147,0.0000,0.0000,"CN","U",1000004,0,"R",1000050,7,56,0.000,35.000,"cbrezine","2011-12-23 17:44:41","katie","2003-06-26 19:11:19",1,"","S","",55,0,0
1000004,3000148,0.0000,0.0000,"CN","B",1000004,0,"U",1000050,8,57,0.000,17.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:36:55",1,"un pen.? (bracketed with 57)","S","",56,0,0
1000004,3000149,0.0000,0.0000,"CN","K",1000004,0,"U",1000050,9,58,0.000,23.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:37:49",1,"un pen.? (bracketed with 56)","S","",57,0,0
1000004,3000150,0.0000,0.0000,"CN","K",1000004,0,"V",1000051,1,59,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:38:43",1,"","S","",58,0,0
1000004,3000151,0.0000,0.0000,"CN","K",1000004,0,"R",1000051,2,60,0.000,43.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:39:53",1,"","S","",59,0,0
1000004,3000152,0.0000,0.0000,"CN","B",1000004,0,"V",1000051,3,61,0.000,2.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:40:30",1,"","S","",60,0,0
1000004,3000153,0.0000,0.0000,"CN","K",1000004,0,"V",1000051,4,62,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:41:00",1,"","S","",61,0,0
1000004,3000154,0.0000,0.0000,"CN","U",1000004,0,"V",1000051,5,63,0.000,38.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:42:59",1,"","S","",62,0,0
1000004,3000155,0.0000,0.0000,"CN","B",1000004,0,"R",1000051,6,64,0.000,3.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:43:54",1,"","S","",63,0,0
1000004,3000156,0.0000,0.0000,"CN","U",1000004,0,"R",1000051,7,65,0.000,50.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:44:33",1,"","S","",64,0,0
1000004,3000157,0.0000,0.0000,"CN","K",1000004,0,"V",1000051,8,66,0.000,47.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:45:29",1,"","S","",65,0,0
1000004,3000158,0.0000,0.0000,"CN","U",1000004,0,"V",1000051,9,67,0.000,37.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:46:18",1,"","S","",66,0,0
1000004,3000159,0.0000,0.0000,"CN","K",1000004,0,"V",1000052,1,68,0.000,39.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:47:40",1,"","S","",67,0,0
1000004,3000160,0.0000,0.0000,"CN","U",1000004,0,"R",1000052,2,69,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:48:56",1,"","S","",68,0,0
1000004,3000161,0.0000,0.0000,"CN","U",1000004,0,"V",1000052,3,70,0.000,40.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:49:49",1,"","S","",69,0,0
1000004,3000162,0.0000,0.0000,"CN","K",1000004,0,"R",1000052,4,71,0.000,40.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:50:24",1,"","S","",70,0,0
1000004,3000163,0.0000,0.0000,"CN","K",1000004,0,"R",1000052,5,72,0.000,41.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:51:20",1,"","S","",71,0,0
1000004,3000164,0.0000,0.0000,"CN","K",1000004,0,"V",1000052,6,73,0.000,34.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:52:03",1,"","S","",72,0,0
1000004,3000165,0.0000,0.0000,"CN","K",1000004,0,"R",1000052,7,74,0.000,40.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:53:41",1,"senal rojo a 20.5 cm","S","",73,0,0
1000004,3000166,0.0000,0.0000,"CN","K",1000004,0,"V",1000052,8,75,0.000,34.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:54:37",1,"","S","",74,0,0
1000004,3000167,0.0000,0.0000,"CN","U",1000004,0,"R",1000053,1,76,0.000,45.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2004-10-26 20:39:09",1,"at 20.5 cm, se195177al roja of camelid (Adriana von Hagen, July 30 2004)","S","",75,0,0
1000004,3000168,0.0000,0.0000,"CN","B",1000004,0,"R",1000053,2,77,0.000,1.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:57:42",1,"","S","",76,0,0
1000004,3000169,0.0000,0.0000,"CN","K",1000004,0,"R",1000053,3,78,0.000,47.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:58:08",1,"","S","",77,0,0
1000004,3000170,0.0000,0.0000,"CN","K",1000004,0,"R",1000053,4,79,0.000,40.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:59:16",1,"","S","",78,0,0
1000004,3000171,0.0000,0.0000,"CN","K",1000004,0,"V",1000053,5,80,0.000,34.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 21:59:51",1,"","S","",79,0,0
1000004,3000172,0.0000,0.0000,"CN","K",1000004,0,"R",1000053,6,81,0.000,36.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:00:29",1,"","S","",80,0,0
1000004,3000173,0.0000,0.0000,"CN","U",1000004,0,"V",1000053,7,82,0.000,36.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:01:18",1,"","S","",81,0,0
1000004,3000174,0.0000,0.0000,"CN","K",1000004,0,"V",1000053,8,83,0.000,35.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:02:06",1,"","S","",82,0,0
1000004,3000175,0.0000,0.0000,"CN","K",1000004,0,"R",1000053,9,84,0.000,40.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:02:48",1,"not sure if final knot is an E or EE. ","S","",83,0,0
1000004,3000176,0.0000,0.0000,"CN","U",1000004,0,"R",1000054,1,85,0.000,44.000,"cbrezine","2011-12-23 17:44:41","katie","2003-06-26 19:11:55",1,"","S","",84,0,0
1000004,3000177,0.0000,0.0000,"CN","U",1000004,0,"R",1000054,2,86,0.000,40.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:22:06",1,"","S","",85,0,0
1000004,3000178,0.0000,0.0000,"CN","U",1000004,0,"R",1000054,3,87,0.000,38.000,"cbrezine","2011-12-23 17:44:41","gurton","2007-12-12 19:58:57",1,"","S","",86,0,0
1000004,3000179,0.0000,0.0000,"CN","K",1000004,0,"R",1000054,4,88,0.000,37.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:24:10",1,"","S","",87,0,0
1000004,3000180,0.0000,0.0000,"CN","K",1000004,0,"R",1000054,5,89,0.000,38.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:25:38",1,"","S","",88,0,0
1000004,3000181,0.0000,0.0000,"CN","K",1000004,0,"R",1000054,6,90,0.000,33.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:26:32",1,"","S","",89,0,0
1000004,3000182,0.0000,0.0000,"CN","K",1000004,0,"R",1000055,1,91,0.000,40.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:27:35",1,"senal rojo a 18.5 cm","S","",90,0,0
1000004,3000183,0.0000,0.0000,"CN","K",1000004,0,"V",1000056,1,92,0.000,48.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:28:48",1,"","S","",91,0,0
1000004,3000184,0.0000,0.0000,"CN","K",1000004,0,"R",1000056,2,93,0.000,47.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:29:22",1,"","S","",92,0,0
1000004,3000185,0.0000,0.0000,"CN","K",1000004,0,"R",1000056,3,94,0.000,38.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:30:02",1,"","S","",93,0,0
1000004,3000186,0.0000,0.0000,"CN","K",1000004,0,"V",1000056,4,95,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:30:48",1,"","S","",94,0,0
1000004,3000187,0.0000,0.0000,"CN","K",1000004,0,"V",1000056,5,96,0.000,29.000,"cbrezine","2011-12-23 17:44:41","katie","2003-06-26 19:12:24",1,"","S","",95,0,0
1000004,3000188,0.0000,0.0000,"CN","U",1000004,0,"V",1000056,6,97,0.000,51.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:32:48",1,"","S","",96,0,0
1000004,3000189,0.0000,0.0000,"CN","K",1000004,0,"V",1000056,7,98,0.000,59.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:34:13",1,"","S","",97,0,0
1000004,3000190,0.0000,0.0000,"CN","U",1000004,0,"R",1000057,1,99,0.000,47.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:36:52",1,"","S","",98,0,0
1000004,3000191,0.0000,0.0000,"CN","K",1000004,0,"V",1000057,2,100,0.000,63.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:37:39",1,"","S","",99,0,0
1000004,3000192,0.0000,0.0000,"CN","K",1000004,0,"R",1000057,3,101,0.000,48.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:38:21",1,"","S","",100,0,0
1000004,3000193,0.0000,0.0000,"CN","K",1000004,0,"R",1000057,4,102,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:39:34",1,"","S","",101,0,0
1000004,3000194,0.0000,0.0000,"CN","U",1000004,0,"V",1000057,5,103,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:40:21",1,"","S","",102,0,0
1000004,3000195,0.0000,0.0000,"CN","K",1000004,0,"R",1000057,6,104,0.000,46.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:41:16",1,"","S","",103,0,0
1000004,3000196,0.0000,0.0000,"CN","K",1000004,0,"R",1000057,7,105,0.000,56.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:42:03",1,"","S","",104,0,0
1000004,3000197,0.0000,0.0000,"CN","K",1000004,0,"R",1000058,1,106,0.000,47.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:44:22",1,"senal rojo a 19.5 cm","S","",105,0,0
1000004,3000198,0.0000,0.0000,"CN","B",1000004,0,"V",1000059,1,107,0.000,2.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:44:58",1,"","S","",106,0,0
1000004,3000199,0.0000,0.0000,"CN","K",1000004,0,"R",1000059,2,108,0.000,47.500,"cbrezine","2011-12-23 17:44:41","gurton","2007-12-12 20:03:10",1,"","S","",107,0,0
1000004,3000200,0.0000,0.0000,"CN","K",1000004,0,"R",1000059,3,109,0.000,41.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:50:16",1,"","S","",108,0,0
1000004,3000201,0.0000,0.0000,"CN","K",1000004,0,"R",1000059,4,110,0.000,47.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:50:43",1,"","S","",109,0,0
1000004,3000202,0.0000,0.0000,"CN","K",1000004,0,"V",1000059,5,111,0.000,36.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:51:50",1,"","S","",110,0,0
1000004,3000203,0.0000,0.0000,"CN","K",1000004,0,"V",1000059,6,112,0.000,41.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 22:52:34",1,"","S","",111,0,0
1000004,3000204,0.0000,0.0000,"CN","K",1000004,0,"V",1000059,7,113,0.000,36.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 19:02:14",1,"","S","",112,0,0
1000004,3000205,0.0000,0.0000,"CN","K",1000004,0,"V",1000059,8,114,0.000,42.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:00:19",1,"","S","",113,0,0
1000004,3000206,0.0000,0.0000,"CN","U",1000004,0,"R",1000059,9,115,0.000,33.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:01:12",1,"nudo desanudado","S","",114,0,0
1000004,3000207,0.0000,0.0000,"CN","K",1000004,0,"V",1000060,1,116,0.000,40.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:01:43",1,"nudo desanudado","S","",115,0,0
1000004,3000208,0.0000,0.0000,"CN","K",1000004,0,"V",1000060,2,117,0.000,46.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:02:04",1,"","S","",116,0,0
1000004,3000209,0.0000,0.0000,"CN","K",1000004,0,"V",1000060,3,118,0.000,46.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:02:59",1,"","S","",117,0,0
1000004,3000210,0.0000,0.0000,"CN","B",1000004,0,"R",1000060,4,119,0.000,10.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:03:32",1,"","S","",118,0,0
1000004,3000211,0.0000,0.0000,"CN","K",1000004,0,"V",1000060,5,120,0.000,39.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:03:50",1,"","S","",119,0,0
1000004,3000212,0.0000,0.0000,"CN","K",1000004,0,"R",1000060,6,121,0.000,40.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:04:41",1,"","S","",120,0,0
1000004,3000213,0.0000,0.0000,"CN","K",1000004,0,"V",1000060,7,122,0.000,47.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:05:32",1,"","S","",121,0,0
1000004,3000214,0.0000,0.0000,"CN","K",1000004,0,"V",1000061,1,123,0.000,25.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:06:34",1,"","S","",122,0,0
1000004,3000215,0.0000,0.0000,"CN","U",1000004,0,"V",1000062,1,124,0.000,43.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:07:52",1,"","S","",123,0,0
1000004,3000216,0.0000,0.0000,"CN","U",1000004,0,"V",1000062,2,125,0.000,34.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:08:26",1,"","S","",124,0,0
1000004,3000217,0.0000,0.0000,"CN","U",1000004,0,"V",1000062,3,126,0.000,38.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:09:25",1,"","S","",125,0,0
1000004,3000218,0.0000,0.0000,"CN","K",1000004,0,"R",1000062,4,127,0.000,43.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:10:19",1,"","S","",126,0,0
1000004,3000219,0.0000,0.0000,"CN","K",1000004,0,"V",1000062,5,128,0.000,38.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:11:07",1,"","S","",127,0,0
1000004,3000220,0.0000,0.0000,"CN","K",1000004,0,"R",1000062,6,129,0.000,48.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:11:29",1,"","S","",128,0,0
1000004,3000221,0.0000,0.0000,"CN","K",1000004,0,"R",1000062,7,130,0.000,46.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:12:14",1,"","S","",129,0,0
1000004,3000222,0.0000,0.0000,"CN","U",1000004,0,"V",1000062,8,131,0.000,32.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:12:49",1,"","S","",130,0,0
1000004,3000223,0.0000,0.0000,"CN","U",1000004,0,"R",1000062,9,132,0.000,51.000,"cbrezine","2011-12-23 17:44:41","katie","2003-06-26 19:14:11",1,"","S","",131,0,0
1000004,3000224,0.0000,0.0000,"CN","K",1000004,0,"V",1000063,1,133,0.000,39.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:14:05",1,"","S","",132,0,0
1000004,3000225,0.0000,0.0000,"CN","K",1000004,0,"V",1000063,2,134,0.000,40.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:15:07",1,"","S","",133,0,0
1000004,3000226,0.0000,0.0000,"CN","K",1000004,0,"V",1000063,3,135,0.000,48.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:15:54",1,"","S","",134,0,0
1000004,3000227,0.0000,0.0000,"CN","U",1000004,0,"V",1000063,4,136,0.000,43.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:16:54",1,"","S","",135,0,0
1000004,3000228,0.0000,0.0000,"CN","K",1000004,0,"R",1000063,5,137,0.000,31.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:17:47",1,"","S","",136,0,0
1000004,3000229,0.0000,0.0000,"CN","K",1000004,0,"R",1000063,6,138,0.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:19:02",1,"","S","",137,0,0
1000004,3000230,0.0000,0.0000,"CN","K",1000004,0,"R",1000064,1,139,0.000,46.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:20:04",1,"senal rojo a 20.0 cm","S","",138,0,0
1000004,3000231,0.0000,0.0000,"CN","U",1000004,0,"V",1000065,1,140,0.000,43.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:21:16",1,"","S","",139,0,0
1000004,3000232,0.0000,0.0000,"CN","U",1000004,0,"V",1000065,2,141,0.000,41.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:22:22",1,"","S","",140,0,0
1000004,3000233,0.0000,0.0000,"CN","K",1000004,0,"V",1000065,3,142,0.000,16.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:23:16",1,"","S","",141,0,0
1000004,3000234,0.0000,0.0000,"CN","U",1000004,0,"R",1000065,4,143,0.000,47.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:23:57",1,"","S","",142,0,0
1000004,3000235,0.0000,0.0000,"CN","U",1000004,0,"V",1000065,5,144,0.000,52.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:24:38",1,"","S","",143,0,0
1000004,3000236,0.0000,0.0000,"CN","U",1000004,0,"V",1000065,6,145,0.000,38.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:25:42",1,"","S","",144,0,0
1000004,3000237,0.0000,0.0000,"CN","U",1000004,0,"V",1000065,7,146,0.000,47.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:26:32",1,"","S","",145,0,0
1000004,3000238,0.0000,0.0000,"CN","K",1000004,0,"R",1000065,8,147,0.000,29.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:27:21",1,"","S","",146,0,0
1000004,3000239,0.0000,0.0000,"CN","U",1000004,0,"R",1000065,9,148,0.000,38.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:28:15",1,"","S","",147,0,0
1000004,3000240,0.0000,0.0000,"CN","U",1000004,0,"R",1000065,10,149,0.000,43.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:28:54",1,"","S","",148,0,0
1000004,3000241,0.0000,0.0000,"CN","U",1000004,0,"R",1000066,1,150,0.000,41.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:29:37",1,"","S","",149,0,0
1000004,3000242,0.0000,0.0000,"CN","U",1000004,0,"R",1000066,2,151,0.000,43.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:30:19",1,"","S","",150,0,0
1000004,3000243,0.0000,0.0000,"CN","U",1000004,0,"R",1000066,3,152,0.000,36.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:31:12",1,"","S","",151,0,0
1000004,3000244,0.0000,0.0000,"CN","K",1000004,0,"R",1000066,4,153,0.000,32.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:32:02",1,"","S","",152,0,0
1000004,3000245,0.0000,0.0000,"CN","K",1000004,0,"V",1000066,5,154,0.000,42.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:33:15",1,"","S","",153,0,0
1000004,3000246,0.0000,0.0000,"CN","U",1000004,0,"V",1000066,6,155,0.000,29.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:34:17",1,"","S","",154,0,0
1000004,3000247,0.0000,0.0000,"CN","U",1000004,0,"R",1000066,7,156,0.000,32.500,"cbrezine","2011-12-23 17:44:41","gurton","2007-12-12 20:05:31",1,"","S","",155,0,0
1000004,3000248,0.0000,0.0000,"CN","K",1000004,0,"R",1000067,1,157,0.000,38.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:36:35",1,"senal rojo - 17.5 cm","S","",156,0,0
1000004,3000249,0.0000,0.0000,"","U",1000004,0,"",1000068,1,158,0.000,0.000,"cbrezine","2011-11-24 03:42:40","","0000-00-00 00:00:00",1,"","","K",2,0,0
1000004,3000250,0.0000,0.0000,"CN","K",1000004,0,"U",1000069,1,159,0.000,32.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:40:34",1,"","S","",157,0,0
1000004,3000251,0.0000,0.0000,"CN","U",3000094,0,"U",1000070,1,1,4.500,12.500,"cbrezine","2011-12-23 17:44:41","katie","2003-06-26 19:22:02",2,"","S","",1,0,0
1000004,3000252,0.0000,0.0000,"CN","U",3000097,0,"U",1000071,1,1,8.500,14.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:46:31",2,"","S","",1,0,0
1000004,3000253,0.0000,0.0000,"CN","U",3000098,0,"U",1000072,1,1,4.000,14.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:47:38",2,"","S","",1,0,0
1000004,3000254,0.0000,0.0000,"CN","K",3000101,0,"U",1000073,1,1,1.000,25.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:48:46",2,"","S","",1,0,0
1000004,3000255,0.0000,0.0000,"CN","K",3000104,0,"U",1000074,1,1,9.000,5.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:50:06",2,"","S","",1,0,0
1000004,3000256,0.0000,0.0000,"CN","U",3000117,0,"U",1000075,1,1,2.500,20.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:51:23",2,"","S","",1,0,0
1000004,3000257,0.0000,0.0000,"CN","U",3000120,0,"U",1000076,1,1,7.000,24.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:52:07",2,"","S","",1,0,0
1000004,3000258,0.0000,0.0000,"CN","U",3000135,0,"U",1000077,1,1,0.500,23.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:53:23",2,"","S","",1,0,0
1000004,3000259,0.0000,0.0000,"CN","K",3000135,0,"U",1000078,1,2,13.500,19.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:55:44",2,"","S","",2,0,0
1000004,3000260,0.0000,0.0000,"CN","K",3000138,0,"U",1000079,1,1,14.000,15.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:56:39",2,"","S","",1,0,0
1000004,3000261,0.0000,0.0000,"CN","U",3000140,0,"U",1000080,1,1,6.500,21.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:57:27",2,"","S","",1,0,0
1000004,3000262,0.0000,0.0000,"CN","K",3000153,0,"U",1000081,1,1,2.000,45.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:58:10",2,"","S","",1,0,0
1000004,3000263,0.0000,0.0000,"CN","K",3000158,0,"U",1000082,1,1,2.000,37.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-29 23:59:16",2,"","S","",1,0,0
1000004,3000264,0.0000,0.0000,"CN","U",3000166,0,"U",1000083,1,1,22.000,9.000,"cbrezine","2011-12-23 17:44:41","gurton","2007-12-12 19:56:52",2,"20.5 se195177al rojo","S","",1,0,0
1000004,3000265,0.0000,0.0000,"CN","U",3000167,0,"U",1000084,1,1,5.500,10.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-30 00:01:07",2,"","S","",1,0,0
1000004,3000266,0.0000,0.0000,"CN","K",3000175,0,"U",1000085,1,1,6.000,20.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-30 00:02:44",2,"","S","",1,0,0
1000004,3000267,0.0000,0.0000,"CN","K",3000176,0,"U",1000086,1,1,23.000,7.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-30 00:03:38",2,"","S","",1,0,0
1000005,3000268,0.0000,0.0000,"CN","K",1000005,0,"V",1000087,1,1,0.000,40.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 18:11:39",1,"senal de hilo en rojo indio a 34.5 cm","S","",1,0,0
1000005,3000269,0.0000,0.0000,"CN","K",1000005,0,"V",1000087,2,2,0.000,32.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 18:12:02",1,"senal de hilo en rojo indio a 27.5 cm","S","",2,0,0
1000005,3000270,0.0000,0.0000,"CN","K",1000005,0,"V",1000087,3,3,0.000,23.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 16:54:07",1,"","S","",3,0,0
1000005,3000271,0.0000,0.0000,"CN","K",1000005,0,"R",1000087,4,4,0.000,29.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 16:54:18",1,"","S","",4,0,0
1000005,3000272,0.0000,0.0000,"CN","K",1000005,0,"V",1000087,5,5,0.000,26.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 18:12:21",1,"senal de hilo en rojo indio a 22.0 cm","S","",5,0,0
1000005,3000273,0.0000,0.0000,"CN","U",1000005,0,"R",1000087,6,6,0.000,40.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 16:54:56",1,"","S","",6,0,0
1000005,3000274,0.0000,0.0000,"CN","U",1000005,0,"R",1000087,7,7,0.000,37.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 16:55:19",1,"","S","",7,0,0
1000005,3000275,0.0000,0.0000,"CN","U",1000005,0,"R",1000087,8,8,0.000,27.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-05-30 22:08:53",1,"","S","",8,0,0
1000005,3000276,0.0000,0.0000,"CN","K",1000005,0,"R",1000087,9,9,0.000,32.500,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 16:55:52",1,"","S","",9,0,0
1000005,3000277,0.0000,0.0000,"CN","K",1000005,0,"R",1000087,10,10,0.000,31.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 16:56:13",1,"","S","",10,0,0
1000005,3000278,0.0000,0.0000,"CN","K",1000005,0,"V",1000087,11,11,0.000,32.000,"cbrezine","2011-12-23 17:44:41","cbrezine","2003-06-02 16:56:33",1,"","S","",11,0,0
